appid,genre
467310,RPG
467320,Action
467320,Casual
467320,Indie
467320,RPG
467330,Action
467330,Indie
467330,RPG
467340,Action
467340,Adventure
467340,Indie
467350,Action
467350,Adventure
467350,Strategy
467360,Adventure
467360,Free to Play
467360,Indie
467370,Casual
467370,Indie
467370,Strategy
467380,Action
467380,Adventure
467380,Free to Play
467380,Indie
467390,Casual
467390,Indie
467400,Action
467400,Indie
467400,Simulation
467430,Casual
467440,Action
467440,Adventure
467440,Indie
467440,RPG
467470,Action
467470,Casual
467470,Indie
467480,Indie
467480,Simulation
467480,Early Access
467490,Adventure
467490,Casual
467490,Indie
467520,Simulation
467520,Strategy
467540,Action
467540,Casual
467540,Indie
467570,Action
467570,Adventure
467570,Indie
467570,Massively Multiplayer
467570,Simulation
467570,Early Access
467650,Action
467650,Indie
467650,Simulation
467650,Strategy
467660,Adventure
467660,RPG
467680,Adventure
467680,Casual
467680,Indie
467700,Casual
467700,Indie
467700,RPG
467700,Simulation
467700,Strategy
467710,Casual
467710,Indie
467720,Adventure
467720,Casual
467720,Indie
467740,Casual
467740,Indie
467750,Adventure
467750,Casual
467750,Indie
467760,Action
467760,Casual
467760,Strategy
467780,Casual
467780,Indie
467790,Action
467790,Indie
467810,Action
467810,Casual
467810,Indie
467820,Action
467820,Indie
467850,Action
467850,Indie
467900,Action
467900,Adventure
467900,Casual
467900,Indie
467900,Sports
467900,Early Access
467910,Action
467910,Adventure
467910,Indie
467910,RPG
467930,Action
467930,Casual
467930,Indie
467940,Indie
467950,Action
467950,Adventure
467950,Casual
467950,Indie
467950,RPG
467960,Adventure
467960,Casual
467960,Indie
467960,RPG
467960,Simulation
467960,Strategy
467990,Action
467990,Indie
468050,Adventure
468050,Indie
468070,Massively Multiplayer
468070,Simulation
468070,Sports
468070,Early Access
468080,Adventure
468080,Indie
468100,Action
468100,Indie
468100,Racing
468100,Simulation
468100,Sports
468110,Action
468110,Casual
468110,Indie
468130,Action
468130,Indie
468130,Early Access
468150,Action
468150,Indie
468160,Casual
468160,Indie
468160,Strategy
468170,Adventure
468170,Indie
468170,Early Access
468240,Casual
468240,Simulation
468240,Sports
468250,Free to Play
468250,Indie
468250,Massively Multiplayer
468250,Strategy
468310,Action
468320,Casual
468330,Action
468330,Indie
468350,Strategy
468350,Early Access
468490,Action
468490,Adventure
468490,Casual
468490,Indie
468490,Strategy
468530,Adventure
468560,Adventure
468560,Free to Play
468560,Indie
468570,Adventure
468570,Indie
468650,Action
468650,Adventure
468650,Indie
468670,Action
468670,Adventure
468670,Indie
468700,Casual
468700,Free to Play
468740,Action
468740,Casual
468740,Indie
468740,Simulation
468740,Strategy
468780,Action
468780,Indie
468780,Racing
468780,Sports
468800,Action
468800,Indie
468820,Adventure
468820,Indie
468820,Simulation
468920,Casual
468920,Simulation
468920,Sports
468930,Action
468930,Adventure
468930,Indie
469550,Action
469550,Racing
469550,Simulation
469600,Casual
469600,Indie
469600,Strategy
469610,Adventure
469610,Indie
469610,Simulation
469710,Indie
469710,Strategy
469720,Adventure
469720,Indie
469720,RPG
469720,Strategy
469730,Action
469730,Casual
469730,Indie
469790,Action
469790,Adventure
469790,Casual
469790,Indie
469800,Simulation
469800,Strategy
469820,Action
469820,Indie
469890,Casual
469900,Free to Play
469900,Indie
469900,Strategy
469920,Indie
469920,Massively Multiplayer
469920,RPG
469920,Simulation
469930,Free to Play
469930,Indie
469930,Massively Multiplayer
469930,RPG
469980,Adventure
469980,Indie
469980,RPG
469990,Casual
469990,Free to Play
470020,Action
470020,Adventure
470020,Indie
470020,RPG
470040,Action
470040,Indie
470040,RPG
470060,Action
470060,Indie
470090,Action
470090,Indie
470130,Adventure
470130,Free to Play
470140,Casual
470140,Indie
470170,Indie
470210,Action
470210,Adventure
470210,Indie
470220,Casual
470260,Adventure
470260,Indie
470270,Action
470270,Adventure
470270,Indie
470280,Adventure
470280,Indie
470280,Early Access
470300,Indie
470300,RPG
470310,Casual
470310,Indie
470310,RPG
470310,Strategy
470440,Casual
470440,Indie
470440,Strategy
470450,Action
470450,Adventure
470450,Indie
470450,Strategy
470470,Action
470470,Indie
470470,Sports
470480,Action
470480,Adventure
470480,Indie
470480,Racing
470490,Action
470490,Adventure
470490,Casual
470490,Indie
470580,Adventure
470580,Casual
470580,Indie
470590,Casual
470590,Indie
470590,Racing
470590,Simulation
470740,Simulation
470760,Action
470760,Indie
470780,Indie
470890,Action
470890,Indie
471010,Action
471010,Adventure
471010,Indie
471010,RPG
471160,Casual
471160,Indie
471160,Sports
471170,Casual
471170,Indie
471170,Simulation
471170,Strategy
471200,Indie
471200,Simulation
471220,Casual
471220,Indie
471220,Sports
471260,Casual
471260,Indie
471260,Simulation
471270,Action
471270,Casual
471270,Indie
471330,Action
471330,Indie
471380,Adventure
471380,Indie
471380,RPG
471380,Simulation
471380,Strategy
471400,Action
471400,Adventure
471400,Indie
471400,Early Access
471550,Action
471550,RPG
471570,Casual
471570,Indie
471630,Casual
471630,Free to Play
471630,Indie
471660,Simulation
471700,Action
471700,Adventure
471700,Indie
471710,Adventure
471710,Casual
471710,Free to Play
471710,Massively Multiplayer
471720,Adventure
471720,Casual
471720,Indie
471730,Action
471730,Indie
471730,Racing
471730,Sports
471770,Action
471770,Adventure
471770,Indie
471810,Casual
471810,Indie
471920,Adventure
471920,Indie
472060,Free to Play
472060,Indie
472060,Strategy
472420,Adventure
472420,Casual
472420,Indie
472680,Adventure
472680,Casual
472680,Free to Play
472680,Indie
472690,Action
472690,Indie
472720,Action
472720,Casual
472720,Indie
472720,Early Access
472740,Action
472740,Adventure
472770,Indie
472830,Action
472830,Indie
472870,Adventure
473140,Action
473140,Casual
473140,Indie
473450,Adventure
473450,Indie
473460,Adventure
473460,Casual
473460,Indie
473470,Action
473470,Adventure
473470,Indie
473470,RPG
473470,Strategy
473480,Action
473480,Adventure
473480,Casual
473480,Indie
473510,Action
473510,Adventure
473510,Casual
473510,Indie
473520,Casual
473520,Indie
473520,Strategy
473530,Action
473530,Adventure
473530,Indie
473540,Adventure
473540,Casual
473550,Action
473550,Indie
473560,Action
473560,Casual
473560,Indie
473560,Strategy
473610,RPG
473610,Strategy
473670,Indie
473670,Simulation
473690,Action
473690,Adventure
473690,Indie
473720,Action
473720,Adventure
473770,Action
473770,Indie
473770,Racing
473780,Indie
473810,Action
473810,Adventure
473810,Indie
473810,Massively Multiplayer
473810,Simulation
473840,Action
473840,Adventure
473840,Indie
473840,RPG
473910,Action
473910,Indie
473910,Simulation
473910,Sports
473910,Early Access
473920,Adventure
473920,Indie
473930,
473950,Adventure
473950,Indie
473970,Action
473970,Indie
473970,Simulation
473970,Strategy
474010,Adventure
474010,Free to Play
474010,Indie
474020,Adventure
474020,Casual
474020,Indie
474020,RPG
474020,Simulation
474020,Strategy
474020,Early Access
474030,Adventure
474030,Free to Play
474040,
474050,Casual
474050,Indie
474210,Action
474210,Indie
474220,Action
474220,Indie
474220,Early Access
474240,Adventure
474620,Action
474620,Indie
474730,Action
474730,Adventure
474730,Indie
474730,Simulation
474730,Strategy
474750,Adventure
474750,Indie
474750,RPG
474750,Simulation
474810,Action
474810,Adventure
474810,Casual
474810,Indie
474830,Casual
474830,Indie
474830,Strategy
474880,Adventure
474880,Indie
474880,RPG
474880,Strategy
474890,Action
474890,Simulation
474890,Strategy
474910,Adventure
474910,Indie
474910,Strategy
474960,Action
474980,Casual
474980,Indie
474980,Simulation
475050,Casual
475050,Indie
475070,Action
475070,Free to Play
475070,Indie
475080,Action
475080,Adventure
475090,Action
475090,Adventure
475090,Indie
475150,Action
475150,RPG
475190,Adventure
475190,Indie
475240,Action
475240,Adventure
475240,Indie
475490,Adventure
475490,Indie
475490,RPG
475490,Simulation
475520,Action
475520,Casual
475520,Indie
475530,Action
475530,Indie
475550,Adventure
475550,Indie
475550,Strategy
475620,Casual
475620,Simulation
475630,Action
475630,Free to Play
475630,Massively Multiplayer
475630,Strategy
475960,Action
475960,Adventure
475960,Indie
476000,Indie
476020,Adventure
476020,Indie
476030,Action
476030,Indie
476030,RPG
476240,Casual
476240,Indie
476240,Strategy
476370,Casual
476370,Indie
476370,RPG
476410,Adventure
476410,Casual
476410,Indie
476420,Indie
476420,RPG
476420,Simulation
476420,Strategy
476430,Action
476430,Adventure
476430,Simulation
476450,Indie
476460,Casual
476460,Free to Play
476460,Indie
476460,Strategy
476490,Adventure
476490,Indie
476490,RPG
476510,Action
476510,Adventure
476510,Indie
476530,Simulation
476530,Strategy
476540,Adventure
476540,Free to Play
476600,Action
476650,Adventure
476670,Action
476670,Casual
476670,Indie
476670,RPG
476670,Strategy
476680,Action
476680,Adventure
476680,Casual
476680,Indie
476680,RPG
476700,Action
476700,Adventure
476700,Indie
476710,Action
476710,Adventure
476710,Indie
476920,Adventure
476920,Casual
476920,Indie
477010,Indie
477120,Action
477120,Indie
477130,Indie
477140,Adventure
477140,Indie
477140,Early Access
477160,Adventure
477160,Casual
477160,Indie
477160,Simulation
477170,Action
477170,Casual
477170,Indie
477170,Simulation
477170,Strategy
477180,Action
477180,Indie
477180,Early Access
477190,Action
477190,Indie
477200,Adventure
477200,RPG
477270,Action
477270,Indie
477270,Simulation
477290,Indie
477310,Indie
477720,Action
477720,Adventure
477720,Casual
477720,Indie
477720,Strategy
477730,Indie
477730,RPG
477730,Strategy
477740,Adventure
477750,Simulation
477750,Strategy
477770,Racing
477770,Simulation
477770,Sports
477800,Casual
477800,Free to Play
477800,Indie
477800,Simulation
477870,Adventure
477870,Strategy
477900,Indie
477900,Simulation
477900,Strategy
477910,Action
477910,Adventure
477910,Indie
477950,Action
477950,Indie
478010,Casual
478020,Casual
478210,Adventure
478210,Indie
478950,Action
478950,Adventure
478950,Indie
478950,Simulation
478980,Adventure
478980,Strategy
479000,Action
479000,Indie
479020,Action
479020,Adventure
479020,Indie
479020,Strategy
479040,Indie
479040,Simulation
479100,Indie
479100,Simulation
479100,Strategy
479110,Action
479110,Adventure
479110,Indie
479140,Adventure
479140,Indie
479140,RPG
479150,Casual
479150,Indie
479170,Action
479170,Indie
479180,Adventure
479180,Indie
479180,Massively Multiplayer
479180,RPG
479180,Simulation
479180,Early Access
479200,Action
479200,Adventure
479200,Indie
479200,RPG
479200,Early Access
479310,Casual
479310,Indie
479330,Casual
479330,Strategy
479990,Action
479990,Indie
479990,RPG
480410,Adventure
480410,Casual
480410,Indie
480430,Action
480430,Free to Play
480450,Action
480450,Casual
480450,Indie
480480,Action
480480,Indie
480490,Action
480490,Adventure
480500,Action
480500,Indie
480500,Massively Multiplayer
480500,Simulation
480500,Strategy
480500,Early Access
480640,RPG
480640,Strategy
480650,Simulation
480690,Action
480690,Casual
480770,Action
480770,Casual
480770,Indie
480900,Adventure
480900,Indie
481110,Adventure
481110,Indie
481180,Indie
481180,Strategy
481190,Casual
481190,Indie
481190,Simulation
481190,Strategy
481420,Simulation
481510,Adventure
481600,Adventure
481600,Casual
481600,Indie
481600,RPG
481870,Casual
481870,Indie
481870,Strategy
481950,Adventure
481950,Indie
482210,Action
482210,Casual
482210,Simulation
482210,Sports
482300,Adventure
482300,Indie
482300,Simulation
482330,Action
482330,Indie
482390,Casual
482390,Indie
482400,Action
482400,Adventure
482450,Action
482460,Action
482460,Indie
482460,Simulation
482460,Early Access
482890,Casual
482890,Indie
482890,Simulation
482890,Strategy
482920,Adventure
482920,Casual
482920,Free to Play
482920,Indie
482920,Massively Multiplayer
482920,RPG
482920,Strategy
482990,Adventure
482990,Casual
482990,Indie
483420,Adventure
483420,Casual
483490,Action
483490,Indie
483680,Casual
483680,Free to Play
483680,Simulation
483680,Early Access
483770,Action
483770,Casual
483770,Simulation
483820,Action
483820,Adventure
483820,Indie
483820,RPG
483820,Strategy
483850,Action
483850,Indie
483960,Adventure
483960,Casual
483970,Indie
483980,Adventure
483980,Indie
484350,Action
484350,Adventure
484350,Indie
484350,RPG
484390,Action
484390,Indie
484830,Action
484830,Adventure
484830,Casual
484830,Indie
484870,Action
484890,Action
484890,Casual
484890,Indie
484900,Indie
484900,Simulation
484900,Strategy
484930,Action
484930,Adventure
484930,Indie
484950,Action
484950,Adventure
484950,Indie
484950,RPG
484950,Strategy
484990,Action
484990,Adventure
484990,Casual
484990,Indie
484990,RPG
484990,Early Access
485000,Strategy
485030,Action
485030,Adventure
485030,Indie
485040,Adventure
485040,Simulation
485080,Casual
485080,Indie
485080,Simulation
485080,Strategy
485110,Action
485110,Indie
485110,Strategy
485110,Early Access
485120,Indie
485130,Action
485130,Indie
485160,Action
485160,Indie
485230,Casual
485230,Indie
485240,Action
485240,Indie
485240,RPG
485240,Early Access
485260,Action
485260,Indie
485270,Casual
485270,Simulation
485290,Adventure
485290,Casual
485310,Action
485310,Adventure
485310,Casual
485310,Indie
485310,Early Access
485330,Action
485330,Casual
485330,Indie
485340,Adventure
485340,Casual
485340,Indie
485350,Casual
485350,Indie
485350,Simulation
485360,Action
485360,Adventure
485360,Indie
485360,RPG
485360,Simulation
485360,Strategy
485370,Action
485370,Casual
485370,Indie
485380,Indie
485380,Simulation
485390,Indie
485390,RPG
485400,Indie
485400,RPG
485400,Strategy
485430,Indie
485430,Early Access
485440,Indie
485440,Strategy
485450,Casual
485450,Indie
485450,Strategy
485460,Indie
485460,RPG
485460,Strategy
485490,Action
485490,Adventure
485490,Casual
485490,Indie
485490,RPG
485490,Simulation
485500,Action
485500,Indie
485510,Action
485510,RPG
485560,Action
485560,Adventure
485560,Casual
485560,Indie
485570,Adventure
485570,Indie
485570,RPG
485590,Action
485590,Indie
485600,Casual
485600,Indie
485600,Simulation
485610,Sports
485620,Casual
485620,Indie
485620,Strategy
485640,Action
485640,Adventure
485640,Casual
485640,Indie
485640,Strategy
485650,Casual
485650,Free to Play
485650,Indie
485660,Action
485660,Adventure
485660,Casual
485660,Indie
485670,Casual
485670,Indie
485670,Massively Multiplayer
485670,Simulation
485670,Sports
485670,Early Access
485680,Action
485680,Casual
485680,Indie
485680,Simulation
485690,Adventure
485690,Casual
485690,Indie
485730,Indie
485730,Strategy
485750,Action
485750,Indie
485760,Casual
485760,Free to Play
485760,Indie
485760,Strategy
485770,Indie
485770,Early Access
485790,Action
485790,Racing
485790,Early Access
485800,Casual
485800,Indie
485800,Simulation
485820,Indie
485830,Action
485830,Adventure
485830,Casual
485830,Indie
485830,RPG
485860,Adventure
485860,Casual
485860,Indie
485870,Casual
485870,Indie
485870,Simulation
485870,Strategy
485880,Casual
485880,Indie
485880,Simulation
485890,Simulation
485900,Indie
485900,Simulation
485920,Action
485920,Casual
485920,Indie
485950,Indie
485950,Strategy
485970,Indie
485980,Indie
485980,Strategy
486020,Action
486020,Adventure
486020,Indie
486120,Adventure
486120,Casual
486130,Action
486130,Adventure
486130,Indie
486140,Action
486140,Casual
486140,Indie
486150,Action
486170,Adventure
486170,Casual
486170,Indie
486180,Casual
486180,Indie
486180,Strategy
486230,Casual
486230,Indie
486230,Simulation
486290,Casual
486290,Indie
486290,Strategy
486300,Adventure
486300,Indie
486310,Adventure
486310,Indie
486310,Massively Multiplayer
486320,Indie
486320,Strategy
486350,Action
486350,Indie
486360,Action
486360,Indie
486370,Indie
486370,Simulation
486370,Early Access
486380,Indie
486380,RPG
486410,Indie
486410,Simulation
486410,Early Access
486430,Action
486430,Adventure
486430,Indie
486440,Indie
486440,Simulation
486460,Adventure
486460,Casual
486460,Free to Play
486470,Action
486470,Indie
486480,Action
486480,Indie
486490,Adventure
486490,RPG
486500,Action
486500,Adventure
486500,Casual
486500,Indie
486510,Action
486550,Action
486550,Casual
486550,Indie
486630,Action
486630,Adventure
486630,Indie
486640,Casual
486640,Simulation
486640,Strategy
486650,Action
486650,Adventure
486650,Indie
486660,Indie
486660,Early Access
486690,Adventure
486690,Indie
486690,RPG
486690,Strategy
486690,Early Access
486720,Indie
486720,RPG
486720,Strategy
486760,Casual
486760,Indie
486760,Strategy
486780,Action
486780,Casual
486780,Simulation
486780,Sports
486810,Adventure
486810,Casual
486850,Casual
486850,Strategy
486860,Indie
486860,Simulation
486860,Strategy
486860,Early Access
486890,Action
486890,Casual
486890,Indie
486890,Racing
486940,Simulation
486940,Sports
486990,Action
486990,Indie
487000,Action
487000,Adventure
487000,Indie
487000,RPG
487020,Casual
487020,Indie
487030,Adventure
487030,Indie
487030,Strategy
487040,Action
487040,Indie
487120,Action
487120,Adventure
487120,Indie
487120,Massively Multiplayer
487120,RPG
487160,Adventure
487160,Indie
487180,Action
487180,Adventure
487180,Indie
487180,RPG
487180,Simulation
487220,Casual
487220,Indie
487250,Casual
487250,Indie
487250,Early Access
487330,Action
487330,Adventure
487330,Casual
487330,Indie
487330,Racing
487350,Action
487350,Casual
487350,Indie
487370,Casual
487370,Indie
487380,Action
487380,Casual
487380,Indie
487430,Casual
487430,Indie
487500,Indie
487530,Casual
487530,Indie
487580,Casual
487590,Casual
487600,Casual
487630,Indie
487700,Action
487700,Adventure
487700,Indie
487720,Action
487720,Adventure
487720,Indie
487740,Adventure
487740,Indie
487740,Strategy
487770,Simulation
487770,Sports
488020,Action
488020,Strategy
488080,Casual
488150,Action
488150,Indie
488150,Simulation
488150,Sports
488150,Early Access
488160,Action
488160,Free to Play
488160,Indie
488210,Action
488210,Racing
488210,Simulation
488210,Sports
488220,RPG
488280,Casual
488280,Indie
488310,Casual
488310,Simulation
488310,Sports
488330,Action
488330,Indie
488350,Action
488350,Indie
488350,Racing
488350,Early Access
488360,Action
488360,Adventure
488360,Simulation
488430,Action
488430,Adventure
488430,Free to Play
488430,Indie
488430,Strategy
488430,Early Access
488440,Action
488440,Casual
488440,Indie
488440,Massively Multiplayer
488440,RPG
488460,Adventure
488460,Indie
488480,Action
488480,Adventure
488480,Racing
488500,Action
488500,Adventure
488500,Indie
488500,RPG
488550,Indie
488550,Racing
488550,Simulation
488580,Action
488580,Casual
488580,Indie
488590,Action
488590,Adventure
488590,Early Access
488660,Casual
488660,Indie
488660,Simulation
488660,Strategy
488690,Racing
488690,Simulation
488690,Sports
488730,Action
488730,Indie
488760,Adventure
488760,Indie
488760,RPG
488770,Adventure
488770,Indie
488790,RPG
488860,Action
488860,Indie
488890,Action
488890,Indie
488910,Free to Play
488910,Indie
488910,Strategy
488920,Sports
488950,Casual
488950,RPG
488950,Simulation
488950,Strategy
488960,Casual
488960,Indie
488960,RPG
488960,Strategy
489000,Free to Play
489000,Indie
489000,Massively Multiplayer
489000,RPG
489000,Strategy
489020,RPG
489050,Action
489050,Adventure
489050,Indie
489050,Simulation
489070,Action
489070,Adventure
489070,Indie
489080,Casual
489080,Indie
489080,RPG
489100,Casual
489100,Indie
489100,Racing
489100,Early Access
489110,Action
489110,Adventure
489110,Indie
489120,Action
489120,Adventure
489120,Indie
489140,Action
489140,Adventure
489140,Indie
489160,Action
489160,Indie
489170,Indie
489170,Strategy
489220,Adventure
489220,Indie
489220,RPG
489240,Action
489240,Adventure
489240,Indie
489240,Massively Multiplayer
489240,RPG
489240,Early Access
489260,Action
489260,Adventure
489360,Action
489360,Adventure
489360,Indie
489360,Simulation
489370,RPG
489370,Simulation
489370,Strategy
489380,Action
489380,Casual
489380,Indie
489380,Simulation
489400,Adventure
489400,Indie
489400,Early Access
489440,Adventure
489440,Casual
489440,Indie
489460,Action
489460,Adventure
489460,Indie
489460,Simulation
489460,Strategy
489460,Early Access
489470,Adventure
489470,Casual
489470,Indie
489520,Action
489520,Adventure
489520,Free to Play
489520,Indie
489520,RPG
489520,Strategy
489560,Action
489560,Adventure
489560,Free to Play
489560,Massively Multiplayer
489560,RPG
489570,Action
489570,Casual
489570,Indie
489570,Massively Multiplayer
489570,Strategy
489580,Action
489580,Indie
489600,Indie
489600,Simulation
489600,Sports
489610,Action
489610,Casual
489610,Indie
489610,RPG
489630,Strategy
489660,Indie
489720,Action
489720,Indie
489730,Action
489730,Adventure
489730,Indie
489740,Action
489740,Adventure
489740,Casual
489760,Action
489760,Casual
489760,Indie
489760,Racing
489810,Casual
489810,Indie
489810,Strategy
489830,RPG
489900,Casual
489930,Adventure
489930,Casual
489930,Indie
489940,Action
489940,Massively Multiplayer
490040,Action
490040,Casual
490040,Indie
490040,Strategy
490080,Indie
490080,RPG
490080,Strategy
490100,Indie
490160,Adventure
490160,Indie
490160,Simulation
490170,Action
490170,Indie
490220,Free to Play
490220,Indie
490220,Simulation
490220,Strategy
490220,Early Access
490230,Action
490230,Free to Play
490230,Indie
490250,Casual
490250,Free to Play
490250,Indie
490250,Simulation
490280,Action
490280,Adventure
490280,Indie
490280,RPG
490280,Early Access
490300,Indie
490300,Strategy
490360,Violent
490360,Gore
490360,Action
490360,Indie
490370,Strategy
490390,Adventure
490430,Action
490430,Adventure
490430,Casual
490450,Action
490450,Adventure
490450,Indie
490490,Action
490510,Casual
490510,Indie
490510,Simulation
490510,Sports
490510,Strategy
490690,Adventure
490690,Indie
490820,Action
490820,Casual
490820,Indie
490840,Adventure
490840,Casual
490840,Indie
490860,Adventure
490860,Indie
490860,RPG
490870,Action
490870,Indie
490880,Action
490880,Indie
490890,Adventure
490890,Casual
490910,Action
490910,Adventure
490910,Casual
490910,Indie
490910,Simulation
490910,Strategy
490920,Simulation
490920,Early Access
490930,Adventure
490930,Indie
490930,Simulation
490950,Strategy
490980,Adventure
490980,Casual
490980,Indie
490980,RPG
490980,Simulation
490990,Action
490990,Adventure
490990,Casual
490990,Indie
490990,Massively Multiplayer
490990,Racing
490990,Sports
490990,Early Access
491000,Indie
491010,Action
491010,Adventure
491010,Indie
491020,Adventure
491020,Casual
491020,Indie
491040,Action
491040,Adventure
491040,Indie
491060,Action
491060,Indie
491070,Adventure
491070,Casual
491070,Indie
491070,Strategy
491090,Indie
491090,Simulation
491090,Strategy
491100,Action
491100,Casual
491100,Indie
491100,Simulation
491110,Action
491110,Casual
491110,Indie
491110,Racing
491130,Free to Play
491130,Indie
491160,Action
491160,Casual
491180,Action
491180,Adventure
491180,Indie
491210,Action
491210,Adventure
491220,Adventure
491220,Indie
491240,Action
491240,Adventure
491240,Indie
491260,Action
491260,Adventure
491260,Casual
491260,Indie
491260,Massively Multiplayer
491260,Strategy
491280,Action
491280,Racing
491280,Simulation
491280,Sports
491330,Casual
491330,Indie
491330,Strategy
491350,Action
491350,Adventure
491350,Indie
491370,Adventure
491370,Indie
491390,Action
491390,Indie
491420,Adventure
491420,Indie
491440,Action
491440,Adventure
491440,Indie
491440,Early Access
491470,Indie
491470,Simulation
491470,Early Access
491510,Adventure
491510,Indie
491510,RPG
491520,Adventure
491520,Casual
491520,Indie
491520,Racing
491520,Simulation
491520,Sports
491530,Action
491530,Casual
491530,Simulation
491540,Simulation
491540,Early Access
491560,Casual
491560,Indie
491580,Casual
491620,Action
491620,Casual
491620,Indie
491620,Racing
491620,Sports
491650,Indie
491660,Action
491660,Indie
491660,RPG
491670,Strategy
491700,Casual
491700,Indie
491700,Simulation
491710,Action
491710,Casual
491710,Indie
491710,Simulation
491720,Action
491720,Indie
491770,Action
491790,Free to Play
491790,Indie
491790,Simulation
491800,Free to Play
491800,Indie
491800,Simulation
491830,Action
491830,Casual
491830,Indie
491950,Adventure
491950,Indie
491950,Simulation
492080,Adventure
492080,Indie
492090,Simulation
492100,Action
492100,Indie
492150,Action
492150,Adventure
492150,Indie
492150,RPG
492160,Casual
492160,Simulation
492170,Action
492170,Adventure
492170,Casual
492170,Indie
492170,Strategy
492180,Action
492180,Adventure
492180,Indie
492200,Indie
492200,Sports
492220,Adventure
492220,Indie
492230,Strategy
492270,Action
492270,Adventure
492270,Indie
492280,Adventure
492280,Casual
492280,Simulation
492290,Action
492290,Indie
492290,RPG
492290,Strategy
492340,Action
492340,Casual
492340,Indie
492340,Sports
492370,Adventure
492370,Indie
492370,RPG
492400,Action
492400,Indie
492410,Action
492410,Indie
492430,Adventure
492430,Indie
492490,Action
492490,Indie
492500,Action
492500,Adventure
492500,Indie
492500,RPG
492530,Indie
492530,Strategy
492540,Adventure
492540,Indie
492540,RPG
492560,Indie
492600,Adventure
492600,Indie
492610,Action
492610,Adventure
492610,Casual
492610,Indie
492610,RPG
492630,Adventure
492630,Indie
492710,Casual
492710,Indie
492710,Simulation
492710,Sports
492720,Simulation
492720,Strategy
492800,Free to Play
492840,Action
492840,Casual
492840,Free to Play
492840,Indie
492850,Casual
492850,Indie
492850,Strategy
492860,Action
492860,Adventure
492860,Indie
492860,RPG
492870,Action
492870,RPG
492880,Nudity
492880,Violent
492880,Gore
492880,Action
492880,Adventure
492880,Free to Play
492880,Indie
493000,Action
493000,Adventure
493000,Indie
493040,Indie
493060,Action
493060,Casual
493060,Indie
493080,Indie
493080,RPG
493080,Strategy
493100,Indie
493100,Early Access
493110,Action
493110,Indie
493110,Strategy
493180,Action
493180,Indie
493200,Adventure
493220,Indie
493220,Simulation
493220,Strategy
493290,Casual
493290,Sports
493310,Action
493320,Action
493340,Action
493340,Adventure
493340,Casual
493340,Simulation
493340,Strategy
493380,Indie
493380,Strategy
493400,Casual
493400,Early Access
493410,Action
493410,Indie
493450,Casual
493480,Action
493480,RPG
493480,Early Access
493490,Indie
493490,Racing
493490,Simulation
493500,Racing
493520,Action
493540,Action
493540,Adventure
493540,Casual
493540,Indie
493580,Adventure
493620,Casual
493620,Indie
493620,Sports
493650,Action
493650,Casual
493650,Indie
493670,Action
493670,Indie
493700,Action
493700,Casual
493700,Indie
493710,Action
493710,Adventure
493710,Indie
493720,Adventure
493720,Casual
493720,Indie
493780,Action
493780,Indie
493780,Simulation
493790,Indie
493790,Sports
493810,Free to Play
493810,Indie
493820,Action
493820,Indie
493840,Action
493900,Simulation
493900,Strategy
493920,Action
493980,Casual
494000,Action
494020,Indie
494040,Casual
494040,Indie
494040,Simulation
494040,Early Access
494050,Casual
494050,Indie
494050,Simulation
494050,Sports
494050,Strategy
494090,Casual
494100,Adventure
494100,Indie
494120,Action
494120,Adventure
494120,Casual
494120,Indie
494150,Action
494150,Sports
494170,Adventure
494170,Casual
494170,Indie
494220,Strategy
494230,Adventure
494230,Casual
494230,Indie
494230,Simulation
494240,Action
494240,Indie
494250,Action
494250,Indie
494290,Action
494290,Indie
494310,Action
494310,Adventure
494310,Indie
494310,Sports
494310,Early Access
494350,Casual
494350,Simulation
494350,Sports
494360,Adventure
494360,Indie
494370,Action
494370,Indie
494370,Early Access
494380,Simulation
494380,Sports
494430,Action
494430,Adventure
494430,Indie
494430,RPG
494440,Adventure
494450,Adventure
494460,Adventure
494470,Adventure
494530,Action
494530,Adventure
494530,Indie
494580,Action
494580,Adventure
494580,Indie
494580,Racing
494600,Action
494600,Indie
494670,Casual
494670,Simulation
494670,Strategy
494700,Action
494700,Adventure
494700,Indie
494720,Casual
494720,Indie
494740,Adventure
494780,Casual
494790,Indie
494810,Adventure
494810,Indie
494820,Action
494820,Adventure
494820,Casual
494820,Indie
494820,Early Access
494830,Casual
494830,Indie
494830,Simulation
494840,Action
494840,Indie
494840,Simulation
494840,Strategy
494840,Early Access
494850,Casual
494850,Simulation
494850,Sports
494960,Action
494960,Adventure
494970,Casual
494970,Indie
494980,Action
494980,Adventure
494980,Indie
494980,RPG
494990,Action
494990,Casual
494990,Indie
495010,Casual
495010,Indie
495010,Strategy
495030,Action
495030,Casual
495030,Free to Play
495030,Indie
495030,Simulation
495030,Strategy
495050,Action
495090,Casual
495110,Adventure
495110,Casual
495140,Action
495140,Adventure
495200,Action
495200,Indie
495200,RPG
495230,Action
495230,Indie
495280,RPG
495290,Racing
495290,Simulation
495290,Sports
495300,Simulation
495320,Adventure
495320,Casual
495320,Indie
495320,Simulation
495390,Casual
495420,Action
495420,RPG
495420,Simulation
495520,Sports
495540,Action
495540,Indie
495550,Action
495550,Casual
495550,Sports
495560,Indie
495560,Simulation
495560,Strategy
495570,Action
495570,Adventure
495570,Casual
